1.png	[{"transcription": "IBKWM센터 광주", "points": [[484, 65], [2676, 65], [2676, 295], [484, 295]]}, {"transcription": "|BK기업은행", "points": [[2783, 69], [3348, 61], [3350, 161], [2784, 169]]}, {"transcription": "|BK투자증권", "points": [[2791, 165], [3364, 165], [3364, 266], [2791, 266]]}]
445.png	[{"transcription": "%소문국원", "points": [[8, 120], [86, 119], [89, 547], [11, 547]]}, {"transcription": "어치점G", "points": [[140, 266], [298, 262], [307, 596], [149, 599]]}, {"transcription": "x", "points": [[191, 281], [244, 281], [244, 312], [191, 312]]}]
446.png	[{"transcription": "전석", "points": [[225, 324], [2701, 574], [2592, 1716], [116, 1467]]}, {"transcription": "Lna", "points": [[2097, 470], [3549, 369], [3614, 1358], [2162, 1459]]}, {"transcription": "7", "points": [[1930, 847], [1957, 847], [1957, 875], [1930, 875]]}, {"transcription": "3F", "points": [[68, 1601], [548, 1614], [539, 1988], [58, 1975]]}]
448.png	[{"transcription": "개념포차", "points": [[48, 26], [646, 125], [628, 233], [30, 134]]}, {"transcription": "바다다", "points": [[755, 118], [1768, 268], [1730, 521], [717, 372]]}]
45.png	[{"transcription": "true3riend", "points": [[31, 2], [695, 19], [692, 124], [28, 107]]}, {"transcription": "한국투자저축은행", "points": [[774, 1], [2460, 66], [2454, 223], [768, 158]]}]
450.png	[{"transcription": "포르웨", "points": [[138, 46], [1094, 153], [1052, 531], [96, 424]]}, {"transcription": "PORSCHE", "points": [[480, 441], [711, 464], [705, 521], [474, 498]]}, {"transcription": "3F", "points": [[778, 479], [995, 495], [983, 658], [767, 642]]}, {"transcription": "STUTGART", "points": [[551, 548], [629, 558], [626, 579], [549, 569]]}, {"transcription": "노래탕", "points": [[613, 579], [705, 627], [640, 754], [548, 706]]}, {"transcription": "유흥", "points": [[805, 676], [946, 693], [937, 768], [796, 751]]}]
451.png	[{"transcription": "KiNgpiM", "points": [[763, 83], [1048, 74], [1074, 872], [789, 881]]}, {"transcription": "라", "points": [[93, 134], [378, 146], [367, 419], [81, 407]]}, {"transcription": "B1 B2", "points": [[485, 152], [743, 180], [734, 265], [476, 237]]}, {"transcription": "NF", "points": [[1065, 158], [1079, 158], [1079, 178], [1065, 178]]}, {"transcription": "블링장", "points": [[300, 246], [741, 282], [727, 447], [286, 410]]}, {"transcription": "있", "points": [[1053, 414], [1079, 414], [1079, 482], [1053, 482]]}, {"transcription": "KNG PN", "points": [[205, 561], [665, 605], [654, 719], [194, 675]]}, {"transcription": "블맨", "points": [[1047, 672], [1076, 672], [1076, 763], [1047, 763]]}, {"transcription": "트BOWLING CENTER플", "points": [[256, 701], [577, 722], [574, 759], [254, 738]]}]
453.png	[{"transcription": "상제HOTEL", "points": [[56, 10], [1120, 42], [1115, 219], [51, 187]]}, {"transcription": "7F", "points": [[1157, 76], [1278, 83], [1272, 184], [1151, 177]]}, {"transcription": "무인호텔", "points": [[534, 222], [986, 230], [984, 371], [532, 363]]}]
454.png	[{"transcription": "0피ZK", "points": [[45, 60], [146, 56], [174, 1018], [73, 1021]]}, {"transcription": "연래홀", "points": [[54, 983], [168, 963], [195, 1133], [80, 1153]]}, {"transcription": "34o", "points": [[70, 1107], [175, 1084], [190, 1162], [86, 1185]]}, {"transcription": "수식 기", "points": [[64, 1233], [165, 1200], [184, 1268], [84, 1300]]}, {"transcription": "홀'", "points": [[91, 1302], [143, 1307], [133, 1433], [81, 1428]]}, {"transcription": "L헤꼬", "points": [[88, 1465], [185, 1449], [196, 1525], [99, 1540]]}]
46.png	[{"transcription": "상무중앙약국", "points": [[495, 41], [2257, 84], [2251, 392], [488, 350]]}, {"transcription": "HIPS", "points": [[112, 133], [364, 133], [364, 242], [112, 242]]}, {"transcription": "1sppiness Iò PhaTmad", "points": [[79, 247], [383, 247], [383, 283], [79, 283]]}]
460.png	[{"transcription": "광주상무점", "points": [[593, 69], [892, 74], [891, 142], [592, 137]]}, {"transcription": "xa", "points": [[334, 158], [639, 158], [639, 373], [334, 373]]}, {"transcription": "라일스린링", "points": [[86, 211], [290, 156], [307, 216], [102, 270]]}, {"transcription": "무라 PC빨", "points": [[215, 366], [782, 378], [779, 529], [212, 517]]}, {"transcription": " 피", "points": [[241, 549], [357, 559], [334, 803], [219, 792]]}, {"transcription": "G", "points": [[301, 954], [324, 965], [315, 983], [293, 971]]}, {"transcription": "홀덤", "points": [[542, 971], [684, 971], [684, 1043], [542, 1043]]}, {"transcription": "100%정식실의게임", "points": [[583, 1208], [934, 1208], [934, 1255], [583, 1255]]}]
461.png	[{"transcription": "필링", "points": [[85, 28], [540, 18], [545, 219], [90, 229]]}, {"transcription": "#", "points": [[13, 160], [617, 169], [587, 2060], [0, 2051]]}, {"transcription": "4F", "points": [[153, 1938], [462, 1938], [462, 2187], [153, 2187]]}, {"transcription": " 학", "points": [[33, 2216], [112, 2216], [112, 2243], [33, 2243]]}]
463.png	[{"transcription": "Business Room", "points": [[19, 51], [513, 110], [503, 192], [9, 132]]}, {"transcription": "A시그널", "points": [[517, 108], [1438, 192], [1411, 474], [490, 390]]}, {"transcription": "유흥주점 2F", "points": [[1512, 397], [1832, 416], [1827, 504], [1507, 486]]}]
465.png	[{"transcription": "키씨숯", "points": [[19, 59], [100, 57], [109, 450], [28, 452]]}, {"transcription": "iaife", "points": [[11, 455], [88, 431], [102, 483], [25, 507]]}]
466.png	[{"transcription": "LOUISWATCH", "points": [[850, 346], [2770, 436], [2761, 637], [841, 547]]}, {"transcription": "주이원치치", "points": [[2898, 647], [3437, 625], [3443, 779], [2904, 801]]}, {"transcription": "중고명품심센메인편커", "points": [[2917, 758], [3328, 779], [3325, 852], [2913, 831]]}]
468.png	[{"transcription": "프리미엄 한우", "points": [[1402, 221], [1648, 159], [1665, 229], [1419, 291]]}, {"transcription": "아헤베리코 세르도", "points": [[1368, 354], [1676, 282], [1692, 352], [1384, 424]]}, {"transcription": "고기의철학", "points": [[675, 487], [1210, 384], [1240, 543], [705, 646]]}, {"transcription": "프리미엄 숙성돼지", "points": [[1332, 486], [1670, 425], [1683, 502], [1345, 562]]}, {"transcription": "김형재", "points": [[199, 524], [642, 431], [690, 670], [248, 763]]}, {"transcription": "HH전S", "points": [[132, 536], [225, 556], [172, 809], [79, 789]]}, {"transcription": "상무점 32-776", "points": [[915, 625], [1197, 574], [1208, 635], [926, 686]]}]
469.png	[{"transcription": "딩", "points": [[776, 54], [936, 48], [942, 201], [782, 207]]}, {"transcription": "P방", "points": [[199, 173], [672, 81], [704, 257], [231, 348]]}, {"transcription": "종", "points": [[19, 227], [130, 202], [155, 322], [44, 347]]}]
47.png	[{"transcription": "COWAYBEREX", "points": [[49, 47], [3002, 66], [3001, 288], [48, 269]]}]
470.png	[{"transcription": "예약문의385-4588", "points": [[1612, 532], [2865, 38], [2922, 188], [1669, 682]]}, {"transcription": "드화정식", "points": [[405, 876], [1523, 357], [1667, 675], [549, 1194]]}]
471.png	[{"transcription": "프리미엄", "points": [[144, 40], [356, 71], [347, 136], [135, 106]]}, {"transcription": "한정식", "points": [[165, 117], [336, 141], [327, 208], [157, 184]]}, {"transcription": "한시레스토랑", "points": [[94, 185], [404, 223], [397, 283], [87, 244]]}, {"transcription": "R", "points": [[60, 343], [377, 318], [428, 1014], [111, 1039]]}, {"transcription": "예약문의", "points": [[124, 1065], [363, 1087], [356, 1162], [117, 1140]]}, {"transcription": "3854588", "points": [[72, 1159], [409, 1189], [403, 1265], [65, 1234]]}]
472.png	[{"transcription": "0원", "points": [[68, 30], [86, 30], [86, 74], [68, 74]]}, {"transcription": "힐링", "points": [[123, 26], [410, 80], [386, 209], [100, 154]]}, {"transcription": "F전", "points": [[64, 84], [86, 84], [86, 144], [64, 144]]}, {"transcription": "LAO MSG", "points": [[29, 109], [390, 111], [385, 1193], [24, 1192]]}, {"transcription": "-90-466-6", "points": [[56, 138], [90, 139], [79, 553], [44, 552]]}, {"transcription": "Healing Thai Aroma", "points": [[353, 207], [424, 208], [412, 742], [341, 740]]}, {"transcription": "x", "points": [[46, 545], [71, 545], [71, 621], [46, 621]]}, {"transcription": "x", "points": [[44, 610], [67, 610], [67, 690], [44, 690]]}, {"transcription": "900", "points": [[41, 677], [67, 678], [64, 750], [38, 749]]}, {"transcription": "0", "points": [[426, 688], [447, 688], [447, 806], [426, 806]]}, {"transcription": "By Bangan Tree Sangmu", "points": [[354, 738], [401, 739], [393, 1115], [346, 1114]]}, {"transcription": "000", "points": [[427, 826], [450, 826], [450, 945], [427, 945]]}, {"transcription": "원", "points": [[425, 965], [440, 965], [440, 997], [425, 997]]}, {"transcription": "x", "points": [[67, 1113], [136, 1120], [134, 1148], [64, 1141]]}, {"transcription": "Nxx", "points": [[120, 1122], [188, 1130], [186, 1154], [117, 1146]]}, {"transcription": "라eF", "points": [[217, 1142], [264, 1142], [264, 1159], [217, 1159]]}, {"transcription": "89", "points": [[379, 1166], [421, 1166], [421, 1183], [379, 1183]]}]
473.png	[{"transcription": "학LHOT BAR ", "points": [[68, 17], [249, 25], [207, 867], [27, 859]]}]
474.png	[{"transcription": "CU", "points": [[72, 90], [223, 111], [210, 201], [59, 181]]}, {"transcription": "24h Open", "points": [[76, 241], [187, 257], [182, 286], [71, 270]]}]
475.png	[{"transcription": "피과교", "points": [[53, 22], [182, 28], [166, 391], [38, 385]]}, {"transcription": "P-", "points": [[63, 359], [132, 361], [129, 459], [60, 457]]}, {"transcription": "3F", "points": [[45, 430], [129, 430], [129, 496], [45, 496]]}]
476.png	[]
479.png	[{"transcription": "국H웨 !날에능", "points": [[43, 90], [305, 96], [277, 1345], [15, 1340]]}]
48.png	[{"transcription": "K한국수숯입은행", "points": [[57, 27], [2453, 167], [2434, 455], [39, 315]]}]
480.png	[{"transcription": "AB", "points": [[71, 283], [273, 328], [251, 424], [50, 379]]}]
481.png	[{"transcription": "핫싸", "points": [[50, 78], [170, 72], [173, 134], [53, 140]]}, {"transcription": "HOTBAR", "points": [[31, 160], [198, 155], [217, 910], [50, 914]]}]
482.png	[{"transcription": "CU", "points": [[69, 123], [209, 120], [210, 197], [71, 200]]}, {"transcription": "24h open", "points": [[80, 264], [197, 271], [196, 300], [78, 293]]}]
483.png	[{"transcription": "마이중뎅고 품", "points": [[29, 133], [129, 132], [132, 699], [31, 700]]}]
484.png	[{"transcription": "HoOTb", "points": [[23, 11], [156, 14], [142, 598], [9, 595]]}]
485.png	[{"transcription": "뉴피 JOJO", "points": [[20, 21], [128, 20], [132, 589], [23, 590]]}]
487.png	[{"transcription": "샤인호텔", "points": [[886, 46], [2810, 91], [2803, 462], [878, 417]]}, {"transcription": "SHINE HOTEL", "points": [[71, 144], [647, 167], [644, 279], [67, 257]]}, {"transcription": "SHINE HOTEL", "points": [[2964, 241], [3508, 250], [3506, 351], [2962, 342]]}]
488.png	[{"transcription": "소", "points": [[1987, 127], [2218, 159], [2186, 372], [1955, 341]]}, {"transcription": "프리미엄 초코국구 국스요러 전문점", "points": [[266, 144], [1381, 178], [1377, 287], [262, 252]]}, {"transcription": "큐이치", "points": [[1421, 174], [1853, 174], [1853, 318], [1421, 318]]}, {"transcription": "GYUICHI PREMIUM OMAKASE", "points": [[2317, 209], [3362, 236], [3359, 323], [2315, 296]]}]
489.png	[{"transcription": "푸켓태국전러장이표일살", "points": [[737, 28], [3048, 82], [3039, 444], [728, 389]]}, {"transcription": "플블/ES룸/VP룸", "points": [[801, 398], [1808, 431], [1804, 532], [797, 500]]}, {"transcription": "24시영업 373-3748", "points": [[1892, 429], [2967, 457], [2964, 562], [1889, 534]]}, {"transcription": "A", "points": [[2942, 486], [3006, 486], [3006, 535], [2942, 535]]}]
49.png	[{"transcription": "탑라인외과의원", "points": [[220, 62], [1525, 119], [1518, 295], [213, 237]]}, {"transcription": "성평외과", "points": [[1585, 147], [2272, 169], [2268, 299], [1581, 276]]}, {"transcription": "T네박점이", "points": [[1483, 158], [1552, 138], [1580, 247], [1511, 267]]}]
491.png	[{"transcription": "노래홀", "points": [[1810, 107], [2975, 78], [2983, 371], [1818, 401]]}, {"transcription": "유흥주점", "points": [[3095, 132], [3524, 118], [3529, 274], [3101, 288]]}, {"transcription": "캠력시F", "points": [[462, 187], [1725, 158], [1732, 437], [469, 466]]}]
492.png	[{"transcription": "5F", "points": [[2692, 102], [2867, 88], [2877, 219], [2702, 233]]}, {"transcription": "$인스타", "points": [[742, 112], [2269, 34], [2281, 282], [754, 361]]}, {"transcription": "BUSINESS", "points": [[65, 247], [584, 222], [589, 332], [70, 356]]}]
493.png	[{"transcription": "스크린야구", "points": [[417, 92], [1492, 32], [1502, 247], [428, 307]]}, {"transcription": "사원ufx원", "points": [[53, 158], [410, 135], [418, 272], [61, 295]]}, {"transcription": "EEN BASTBALL GAL", "points": [[166, 242], [304, 242], [304, 261], [166, 261]]}, {"transcription": "사격 대트0F T385-3508", "points": [[680, 279], [2383, 216], [2389, 415], [686, 478]]}]
494.png	[{"transcription": "HEVEN룸카페3~", "points": [[65, 86], [3889, 70], [3891, 397], [67, 412]]}]
495.png	[{"transcription": "홈홀7덤", "points": [[264, 5], [1494, 9], [1492, 453], [262, 453]]}]
496.png	[{"transcription": "xOISNATCH", "points": [[244, 88], [855, 109], [852, 200], [241, 179]]}, {"transcription": "루이워치", "points": [[898, 194], [1053, 198], [1051, 240], [897, 236]]}, {"transcription": "중고 명장장체어점 밥", "points": [[899, 234], [1047, 238], [1046, 265], [898, 261]]}]
497.png	[{"transcription": "주암빌딩", "points": [[26, 124], [390, 132], [388, 229], [24, 221]]}]
498.png	[{"transcription": "ToPressr", "points": [[985, 110], [1655, 142], [1647, 296], [977, 264]]}, {"transcription": "NoRESHCOFFEE", "points": [[186, 165], [952, 176], [951, 271], [185, 260]]}, {"transcription": "토프레소 상무점", "points": [[1711, 308], [1923, 312], [1922, 356], [1710, 351]]}]
5.png	[{"transcription": "광주스마일안과의원", "points": [[223, 52], [3409, 38], [3411, 266], [224, 279]]}]
50.png	[{"transcription": "비슈정신건강의학과의원", "points": [[605, 86], [3528, 307], [3508, 548], [585, 328]]}]
500.png	[{"transcription": "3OAfERe떡", "points": [[134, 40], [222, 51], [152, 664], [64, 653]]}, {"transcription": "062", "points": [[74, 639], [156, 663], [144, 708], [63, 684]]}, {"transcription": "382", "points": [[66, 668], [157, 696], [144, 744], [53, 716]]}, {"transcription": "0908", "points": [[54, 713], [163, 741], [153, 785], [44, 756]]}, {"transcription": "숙 기", "points": [[50, 772], [156, 811], [138, 864], [33, 825]]}, {"transcription": "진소아과완점", "points": [[41, 828], [149, 864], [134, 915], [26, 879]]}, {"transcription": "CF로이 방점", "points": [[37, 878], [143, 917], [126, 968], [21, 929]]}, {"transcription": "리센아주자리", "points": [[26, 933], [135, 968], [122, 1017], [12, 982]]}]
501.png	[{"transcription": "LOUNGEPUB&", "points": [[955, 151], [1433, 124], [1437, 189], [959, 216]]}, {"transcription": "2F", "points": [[1493, 158], [1667, 145], [1676, 252], [1501, 264]]}, {"transcription": "포커라C프", "points": [[278, 195], [893, 159], [901, 284], [286, 320]]}, {"transcription": "HOLDE BNR", "points": [[955, 223], [1397, 199], [1401, 261], [959, 285]]}, {"transcription": "POKER LIE", "points": [[137, 249], [241, 243], [243, 274], [139, 280]]}]
504.png	[{"transcription": "마스터스관광호", "points": [[973, 256], [3391, 385], [3368, 748], [951, 619]]}, {"transcription": "OaEOUnIG", "points": [[469, 400], [682, 418], [673, 508], [460, 490]]}, {"transcription": "JHOTEL CMASTERS", "points": [[1263, 651], [3002, 705], [2996, 877], [1256, 822]]}]
505.png	[{"transcription": "AZLBAR", "points": [[306, 555], [2633, 248], [2726, 997], [399, 1304]]}, {"transcription": "F|", "points": [[151, 904], [383, 880], [395, 997], [162, 1021]]}, {"transcription": "전스 ", "points": [[2215, 1155], [2758, 1051], [2790, 1226], [2246, 1330]]}]
506.png	[{"transcription": "헬러포랜", "points": [[73, 76], [708, 88], [702, 376], [68, 365]]}]
507.png	[{"transcription": "사", "points": [[2210, 350], [2365, 389], [2326, 548], [2171, 509]]}, {"transcription": "헤터리포텔", "points": [[17, 1014], [1723, 494], [1931, 1212], [225, 1732]]}, {"transcription": "전국장고특진 학전", "points": [[1693, 1022], [2767, 746], [2845, 1063], [1771, 1339]]}, {"transcription": "가네PE한불 일식악비", "points": [[1745, 1371], [2746, 1190], [2790, 1447], [1790, 1629]]}, {"transcription": "761-029", "points": [[1068, 1487], [1652, 1386], [1704, 1696], [1119, 1798]]}, {"transcription": "예약전화", "points": [[827, 1548], [1109, 1502], [1129, 1632], [847, 1678]]}, {"transcription": "O수추차공 학구", "points": [[51, 1655], [806, 1540], [846, 1816], [90, 1931]]}, {"transcription": "가원억풍치", "points": [[816, 1700], [1094, 1651], [1114, 1769], [835, 1818]]}]
508.png	[{"transcription": "BaA", "points": [[40, 123], [694, 273], [612, 618], [0, 467]]}]
51.png	[{"transcription": "상M한국의학연구소", "points": [[71, 35], [2938, 138], [2932, 297], [65, 194]]}, {"transcription": "광주의일", "points": [[2596, 298], [3001, 310], [2998, 406], [2593, 394]]}]
510.png	[{"transcription": "의첨아마", "points": [[0, 563], [2310, 182], [2475, 1274], [0, 1655]]}, {"transcription": "I", "points": [[367, 1007], [424, 1007], [424, 1116], [367, 1116]]}]
511.png	[{"transcription": "BT", "points": [[2339, 421], [2821, 360], [2845, 569], [2364, 630]]}, {"transcription": "노래홀", "points": [[1685, 476], [2463, 388], [2490, 648], [1713, 736]]}, {"transcription": "룰감", "points": [[746, 532], [1631, 410], [1689, 860], [803, 981]]}, {"transcription": "A", "points": [[185, 638], [370, 638], [370, 764], [185, 764]]}, {"transcription": "유흥주점", "points": [[2487, 788], [2843, 761], [2851, 881], [2495, 907]]}, {"transcription": "기0L", "points": [[401, 876], [495, 876], [495, 915], [401, 915]]}, {"transcription": "HUS", "points": [[401, 930], [464, 930], [464, 955], [401, 955]]}]
512.png	[{"transcription": "카마다노래홀3F", "points": [[96, 819], [2630, 169], [2716, 500], [182, 1150]]}]
514.png	[{"transcription": "대주주대지전문점", "points": [[698, 844], [2015, 493], [2075, 708], [759, 1059]]}, {"transcription": "유문a소점", "points": [[164, 914], [842, 786], [903, 1089], [224, 1216]]}, {"transcription": "광주상무점 T062-373-5659", "points": [[1481, 929], [2073, 811], [2087, 878], [1495, 995]]}]
515.png	[{"transcription": "SD", "points": [[66, 49], [319, 54], [305, 624], [52, 618]]}]
516.png	[{"transcription": "S피미ToJ럽", "points": [[99, 48], [343, 65], [283, 1227], [30, 1211]]}]
517.png	[{"transcription": "HOTH#", "points": [[33, 27], [281, 27], [281, 939], [33, 939]]}, {"transcription": "3F", "points": [[59, 817], [273, 839], [255, 1014], [41, 992]]}]
518.png	[{"transcription": "민속촌", "points": [[416, 66], [1334, 85], [1329, 309], [412, 290]]}, {"transcription": "프리미엄", "points": [[1353, 261], [1521, 265], [1519, 322], [1352, 317]]}]
52.png	[{"transcription": "SFAO", "points": [[48, 37], [1239, 53], [1235, 333], [45, 317]]}]
520.png	[{"transcription": "전통돼지갈비", "points": [[618, 72], [983, 72], [983, 137], [618, 137]]}, {"transcription": "eeso", "points": [[694, 150], [1030, 161], [1027, 245], [691, 234]]}]
523.png	[{"transcription": "인속추", "points": [[10, 43], [120, 45], [119, 86], [9, 83]]}, {"transcription": "Premium", "points": [[24, 82], [105, 85], [104, 108], [24, 106]]}]
524.png	[{"transcription": "플켓", "points": [[84, 25], [248, 53], [233, 145], [69, 117]]}, {"transcription": "#대일타원", "points": [[83, 104], [243, 114], [198, 848], [39, 837]]}, {"transcription": "크시삭", "points": [[46, 742], [222, 779], [194, 918], [19, 882]]}, {"transcription": "4F", "points": [[51, 834], [196, 850], [182, 992], [36, 977]]}]
527.png	[{"transcription": "2연중무휴", "points": [[71, 31], [807, 173], [784, 338], [36, 196]]}, {"transcription": "O", "points": [[55, 162], [144, 177], [138, 209], [49, 193]]}]
528.png	[{"transcription": "헬스/요가", "points": [[74, 15], [803, 131], [774, 292], [46, 176]]}]
529.png	[{"transcription": "HO7EZ AAT7S7ECS", "points": [[70, 87], [176, 87], [168, 1392], [62, 1392]]}, {"transcription": "라원", "points": [[232, 811], [266, 817], [255, 892], [220, 887]]}]
53.png	[{"transcription": "교보문고", "points": [[59, 28], [1119, 33], [1118, 191], [58, 185]]}, {"transcription": "HOTTRaCKsS", "points": [[1401, 53], [2639, 53], [2639, 191], [1401, 191]]}]
531.png	[{"transcription": "RAISON", "points": [[64, 407], [281, 426], [275, 486], [58, 468]]}, {"transcription": "야리아Kk", "points": [[117, 486], [222, 486], [222, 908], [117, 908]]}, {"transcription": "FBOb", "points": [[48, 971], [268, 971], [268, 1768], [48, 1768]]}]
532.png	[{"transcription": "RAISON", "points": [[68, 165], [465, 192], [454, 348], [57, 321]]}, {"transcription": "2레층", "points": [[691, 175], [1122, 236], [1086, 477], [655, 416]]}]
533.png	[{"transcription": "1전", "points": [[923, 72], [1060, 81], [1059, 102], [922, 94]]}, {"transcription": "마스터스룸", "points": [[361, 106], [1094, 166], [1081, 323], [349, 262]]}, {"transcription": "MASTERSROOM", "points": [[445, 301], [967, 340], [963, 402], [440, 363]]}]
534.png	[{"transcription": "마스터스", "points": [[85, 0], [1085, 68], [1068, 298], [69, 222]]}, {"transcription": "데이스파", "points": [[85, 222], [1089, 286], [1074, 533], [70, 469]]}]
536.png	[{"transcription": "HONN품kR", "points": [[44, 23], [237, 27], [220, 1058], [27, 1055]]}, {"transcription": "2층", "points": [[21, 1064], [224, 1081], [212, 1231], [9, 1214]]}, {"transcription": "382-0908", "points": [[21, 1221], [225, 1236], [221, 1292], [17, 1278]]}]
537.png	[{"transcription": "L원나마", "points": [[48, 31], [221, 34], [216, 688], [36, 684]]}, {"transcription": "룸", "points": [[73, 683], [175, 683], [175, 802], [73, 802]]}, {"transcription": "카페", "points": [[38, 787], [213, 818], [200, 898], [25, 866]]}, {"transcription": "3F", "points": [[42, 903], [221, 919], [209, 1082], [28, 1066]]}]
538.png	[{"transcription": " 기s룸룸", "points": [[71, 58], [265, 57], [275, 1913], [81, 1914]]}]
54.png	[{"transcription": "V라인S리인프리미엄자인의원", "points": [[274, 100], [1919, 243], [1907, 381], [262, 238]]}]
541.png	[{"transcription": "바디채널", "points": [[32, 21], [739, 125], [715, 284], [8, 180]]}]
542.png	[{"transcription": "SF", "points": [[38, 562], [121, 495], [166, 552], [83, 618]]}]
543.png	[{"transcription": "RAMADA", "points": [[716, 140], [2286, 330], [2259, 567], [690, 377]]}, {"transcription": "PLAZAHOTE", "points": [[1560, 498], [2868, 616], [2855, 765], [1547, 646]]}]
545.png	[{"transcription": "교보생명", "points": [[463, 60], [888, 96], [877, 236], [452, 200]]}, {"transcription": "KYC30", "points": [[68, 87], [369, 111], [364, 182], [63, 158]]}]
548.png	[{"transcription": "구내녀을싸탕담", "points": [[27, 52], [584, 78], [574, 281], [17, 255]]}, {"transcription": "지하1층", "points": [[227, 260], [406, 282], [398, 346], [219, 324]]}]
549.png	[{"transcription": "디오밀센탁", "points": [[47, 67], [542, 119], [525, 275], [30, 223]]}, {"transcription": "371-8200지하1층", "points": [[103, 260], [470, 294], [465, 348], [98, 314]]}]
55.png	[{"transcription": "플라잉필라테스요가54-02션", "points": [[42, 23], [1666, 345], [1666, 464], [18, 158]]}]
550.png	[{"transcription": "대우디오빌", "points": [[49, 64], [215, 81], [209, 134], [43, 117]]}, {"transcription": "공인중개사 들록호 까가404-/253", "points": [[252, 100], [490, 122], [487, 152], [249, 129]]}, {"transcription": "공인중개전", "points": [[45, 110], [505, 152], [491, 298], [31, 257]]}, {"transcription": "010-3040-3032 지하 1층", "points": [[60, 269], [480, 301], [477, 348], [56, 316]]}]
551.png	[{"transcription": "소녀폰", "points": [[108, 25], [370, 44], [362, 161], [100, 142]]}, {"transcription": "중고돈", "points": [[106, 130], [376, 159], [363, 281], [93, 252]]}, {"transcription": "지한 1층 T383-4959", "points": [[88, 262], [397, 286], [395, 325], [86, 300]]}]
552.png	[{"transcription": "25", "points": [[158, 81], [371, 81], [371, 260], [158, 260]]}, {"transcription": "GS", "points": [[52, 96], [192, 103], [187, 221], [47, 214]]}, {"transcription": "지하 1층", "points": [[152, 252], [271, 264], [267, 310], [148, 299]]}]
553.png	[{"transcription": "로국네아아트", "points": [[26, 43], [693, 114], [672, 320], [5, 250]]}, {"transcription": "예약문의", "points": [[72, 289], [268, 306], [263, 361], [68, 344]]}, {"transcription": "|080-3737-3737", "points": [[240, 308], [639, 345], [635, 390], [236, 353]]}]
554.png	[{"transcription": "The", "points": [[880, 443], [1342, 523], [1282, 875], [820, 795]]}, {"transcription": "Vle", "points": [[1453, 623], [1752, 694], [1709, 883], [1409, 813]]}]
555.png	[{"transcription": "수의", "points": [[536, 251], [1399, 622], [1259, 957], [395, 585]]}, {"transcription": "문자문", "points": [[1283, 543], [2266, 1025], [2104, 1364], [1121, 881]]}, {"transcription": "7", "points": [[1256, 765], [1277, 765], [1277, 799], [1256, 799]]}, {"transcription": "T385-2679", "points": [[1797, 1134], [2204, 1304], [2171, 1384], [1764, 1214]]}]
559.png	[{"transcription": "선약", "points": [[380, 15], [1531, 92], [1512, 395], [360, 318]]}, {"transcription": "쇼기과", "points": [[2223, 146], [3512, 187], [3505, 412], [2216, 371]]}, {"transcription": "a커", "points": [[3602, 235], [3714, 216], [3744, 397], [3632, 416]]}, {"transcription": "CRcenterCom", "points": [[146, 441], [1689, 511], [1681, 692], [138, 622]]}, {"transcription": "375-6699", "points": [[2232, 504], [3535, 530], [3532, 703], [2229, 676]]}]
56.png	[{"transcription": "여치버국디피", "points": [[90, 30], [176, 42], [121, 431], [36, 419]]}, {"transcription": "T574-072", "points": [[14, 422], [127, 438], [123, 467], [10, 451]]}]
560.png	[{"transcription": "CP", "points": [[59, 78], [493, 105], [482, 293], [48, 266]]}, {"transcription": "UROLOGY CENTER", "points": [[443, 117], [2414, 319], [2401, 467], [429, 265]]}]
561.png	[{"transcription": "전", "points": [[412, 365], [975, 665], [805, 975], [242, 675]]}, {"transcription": "원디", "points": [[660, 702], [793, 696], [801, 848], [667, 854]]}]
562.png	[{"transcription": "수작", "points": [[498, 200], [746, 236], [721, 408], [473, 372]]}, {"transcription": "아삭플란트치과의원", "points": [[676, 247], [1931, 558], [1892, 714], [637, 403]]}, {"transcription": "T716-2808", "points": [[1936, 596], [2297, 679], [2275, 772], [1914, 689]]}, {"transcription": "ASAK PLANT DENTAL", "points": [[2446, 733], [2973, 850], [2956, 923], [2429, 806]]}]
564.png	[{"transcription": "Jadtsori", "points": [[563, 126], [1052, 166], [1040, 316], [551, 276]]}, {"transcription": "LVO", "points": [[998, 195], [1035, 195], [1035, 213], [998, 213]]}, {"transcription": "LEGENDARY PIZZA", "points": [[715, 294], [918, 316], [915, 344], [712, 321]]}]
565.png	[{"transcription": "대영", "points": [[8, 8], [181, 26], [172, 126], [0, 108]]}]
567.png	[{"transcription": "Dackse", "points": [[282, 210], [530, 88], [573, 175], [324, 297]]}, {"transcription": "Beup", "points": [[483, 218], [559, 185], [573, 218], [497, 251]]}]
569.png	[{"transcription": "STARBUCKS", "points": [[47, 24], [1533, 203], [1517, 358], [30, 179]]}]
57.png	[{"transcription": "정맥정찰단터", "points": [[1571, 19], [1728, 25], [1726, 80], [1569, 75]]}, {"transcription": "맥격림다비치안경콘택트", "points": [[321, 38], [1478, 38], [1478, 144], [321, 144]]}, {"transcription": "피35719", "points": [[1577, 75], [1960, 80], [1959, 156], [1576, 151]]}, {"transcription": "Davich ptica Chain", "points": [[691, 158], [939, 155], [940, 193], [691, 195]]}]
